filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
CantusMA1537 p.22.jpg,1050003,{},282,178,"{""name"":""rect"",""x"":792,""y"":949,""width"":12,""height"":15}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,179,"{""name"":""rect"",""x"":801,""y"":964,""width"":14,""height"":14}","{""neume"":""neume.punctum""}"
CantusMA1537 p.22.jpg,1050003,{},282,180,"{""name"":""rect"",""x"":467,""y"":257,""width"":20,""height"":23}","{""neume"":""neume.clivis2a""}"
CantusMA1537 p.22.jpg,1050003,{},282,181,"{""name"":""rect"",""x"":326,""y"":384,""width"":21,""height"":22}","{""neume"":""neume.clivis2a""}"
CantusMA1537 p.22.jpg,1050003,{},282,182,"{""name"":""rect"",""x"":646,""y"":484,""width"":22,""height"":26}","{""neume"":""neume.clivis2a""}"
CantusMA1537 p.22.jpg,1050003,{},282,183,"{""name"":""rect"",""x"":772,""y"":473,""width"":18,""height"":22}","{""neume"":""neume.clivis2a""}"
CantusMA1537 p.22.jpg,1050003,{},282,184,"{""name"":""rect"",""x"":796,""y"":604,""width"":21,""height"":22}","{""neume"":""neume.clivis2a""}"
CantusMA1537 p.22.jpg,1050003,{},282,185,"{""name"":""rect"",""x"":493,""y"":808,""width"":21,""height"":26}","{""neume"":""neume.clivis2a""}"
CantusMA1537 p.22.jpg,1050003,{},282,186,"{""name"":""rect"",""x"":586,""y"":948,""width"":23,""height"":22}","{""neume"":""neume.clivis2a""}"
CantusMA1537 p.22.jpg,1050003,{},282,187,"{""name"":""rect"",""x"":822,""y"":1148,""width"":22,""height"":23}","{""neume"":""neume.clivis2a""}"
CantusMA1537 p.22.jpg,1050003,{},282,188,"{""name"":""rect"",""x"":802,""y"":825,""width"":23,""height"":27}","{""neume"":""neume.clivis3a""}"
CantusMA1537 p.22.jpg,1050003,{},282,189,"{""name"":""rect"",""x"":213,""y"":262,""width"":23,""height"":32}","{""neume"":""neume.clivis4a""}"
CantusMA1537 p.22.jpg,1050003,{},282,190,"{""name"":""rect"",""x"":259,""y"":685,""width"":25,""height"":32}","{""neume"":""neume.clivis4a""}"
CantusMA1537 p.22.jpg,1050003,{},282,191,"{""name"":""rect"",""x"":333,""y"":139,""width"":23,""height"":23}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,192,"{""name"":""rect"",""x"":503,""y"":139,""width"":22,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,193,"{""name"":""rect"",""x"":312,""y"":265,""width"":19,""height"":23}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,194,"{""name"":""rect"",""x"":740,""y"":150,""width"":21,""height"":28}","{""neume"":""neume.clivis3b""}"
CantusMA1537 p.22.jpg,1050003,{},282,195,"{""name"":""rect"",""x"":540,""y"":265,""width"":19,""height"":19}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,196,"{""name"":""rect"",""x"":606,""y"":258,""width"":23,""height"":22}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,197,"{""name"":""rect"",""x"":172,""y"":262,""width"":21,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,198,"{""name"":""rect"",""x"":798,""y"":374,""width"":26,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,199,"{""name"":""rect"",""x"":161,""y"":504,""width"":21,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,200,"{""name"":""rect"",""x"":321,""y"":481,""width"":23,""height"":22}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,201,"{""name"":""rect"",""x"":602,""y"":498,""width"":22,""height"":22}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,202,"{""name"":""rect"",""x"":790,""y"":479,""width"":20,""height"":22}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,203,"{""name"":""rect"",""x"":688,""y"":594,""width"":22,""height"":24}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,204,"{""name"":""rect"",""x"":454,""y"":711,""width"":23,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,205,"{""name"":""rect"",""x"":676,""y"":722,""width"":24,""height"":22}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,206,"{""name"":""rect"",""x"":188,""y"":818,""width"":17,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,207,"{""name"":""rect"",""x"":473,""y"":816,""width"":21,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,208,"{""name"":""rect"",""x"":594,""y"":815,""width"":24,""height"":22}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,209,"{""name"":""rect"",""x"":285,""y"":929,""width"":20,""height"":22}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,210,"{""name"":""rect"",""x"":438,""y"":1070,""width"":23,""height"":24}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,211,"{""name"":""rect"",""x"":836,""y"":1062,""width"":23,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,212,"{""name"":""rect"",""x"":142,""y"":152,""width"":23,""height"":35}","{""neume"":""neume.podatus4""}"
CantusMA1537 p.22.jpg,1050003,{},282,213,"{""name"":""rect"",""x"":224,""y"":149,""width"":20,""height"":21}","{""neume"":""neume.clivis2b""}"
CantusMA1537 p.22.jpg,1050003,{},282,214,"{""name"":""rect"",""x"":267,""y"":130,""width"":20,""height"":25}","{""neume"":""neume.podatus3""}"
CantusMA1537 p.22.jpg,1050003,{},282,215,"{""name"":""rect"",""x"":308,""y"":143,""width"":21,""height"":23}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,216,"{""name"":""rect"",""x"":471,""y"":139,""width"":23,""height"":25}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,217,"{""name"":""rect"",""x"":626,""y"":145,""width"":21,""height"":22}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,218,"{""name"":""rect"",""x"":650,""y"":144,""width"":21,""height"":26}","{""neume"":""neume.clivis3b""}"
CantusMA1537 p.22.jpg,1050003,{},282,219,"{""name"":""rect"",""x"":809,""y"":138,""width"":23,""height"":19}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,220,"{""name"":""rect"",""x"":246,""y"":253,""width"":19,""height"":24}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,221,"{""name"":""rect"",""x"":564,""y"":252,""width"":23,""height"":24}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,222,"{""name"":""rect"",""x"":734,""y"":262,""width"":22,""height"":28}","{""neume"":""neume.podatus3""}"
CantusMA1537 p.22.jpg,1050003,{},282,223,"{""name"":""rect"",""x"":152,""y"":375,""width"":17,""height"":22}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,224,"{""name"":""rect"",""x"":740,""y"":376,""width"":24,""height"":22}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,225,"{""name"":""rect"",""x"":191,""y"":484,""width"":22,""height"":22}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,226,"{""name"":""rect"",""x"":810,""y"":475,""width"":18,""height"":21}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,227,"{""name"":""rect"",""x"":489,""y"":593,""width"":21,""height"":23}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,228,"{""name"":""rect"",""x"":595,""y"":709,""width"":22,""height"":23}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,229,"{""name"":""rect"",""x"":738,""y"":724,""width"":20,""height"":29}","{""neume"":""neume.podatus3""}"
CantusMA1537 p.22.jpg,1050003,{},282,230,"{""name"":""rect"",""x"":223,""y"":597,""width"":26,""height"":40}","{""neume"":""neume.podatus5""}"
CantusMA1537 p.22.jpg,1050003,{},282,231,"{""name"":""rect"",""x"":231,""y"":686,""width"":24,""height"":32}","{""neume"":""neume.podatus4""}"
CantusMA1537 p.22.jpg,1050003,{},282,232,"{""name"":""rect"",""x"":829,""y"":838,""width"":22,""height"":23}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,233,"{""name"":""rect"",""x"":563,""y"":934,""width"":21,""height"":21}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,234,"{""name"":""rect"",""x"":672,""y"":935,""width"":25,""height"":28}","{""neume"":""neume.podatus3""}"
CantusMA1537 p.22.jpg,1050003,{},282,235,"{""name"":""rect"",""x"":839,""y"":946,""width"":22,""height"":22}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,236,"{""name"":""rect"",""x"":536,""y"":1046,""width"":22,""height"":28}","{""neume"":""neume.podatus3""}"
CantusMA1537 p.22.jpg,1050003,{},282,237,"{""name"":""rect"",""x"":288,""y"":1157,""width"":21,""height"":20}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,238,"{""name"":""rect"",""x"":340,""y"":1147,""width"":21,""height"":21}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,239,"{""name"":""rect"",""x"":440,""y"":1152,""width"":21,""height"":22}","{""neume"":""neume.podatus2""}"
CantusMA1537 p.22.jpg,1050003,{},282,240,"{""name"":""rect"",""x"":542,""y"":1130,""width"":21,""height"":28}","{""neume"":""neume.podatus3""}"
CantusMA1537 p.22.jpg,1050003,{},282,241,"{""name"":""rect"",""x"":137,""y"":246,""width"":30,""height"":30}","{""neume"":""neume.torculus34""}"
CantusMA1537 p.22.jpg,1050003,{},282,242,"{""name"":""rect"",""x"":270,""y"":261,""width"":28,""height"":27}","{""neume"":""neume.torculus33""}"
CantusMA1537 p.22.jpg,1050003,{},282,243,"{""name"":""rect"",""x"":487,""y"":252,""width"":24,""height"":20}","{""neume"":""neume.torculus22""}"
CantusMA1537 p.22.jpg,1050003,{},282,244,"{""name"":""rect"",""x"":660,""y"":257,""width"":26,""height"":23}","{""neume"":""neume.torculus22""}"
CantusMA1537 p.22.jpg,1050003,{},282,245,"{""name"":""rect"",""x"":214,""y"":368,""width"":26,""height"":22}","{""neume"":""neume.torculus22""}"
CantusMA1537 p.22.jpg,1050003,{},282,246,"{""name"":""rect"",""x"":288,""y"":371,""width"":23,""height"":25}","{""neume"":""neume.torculus23""}"
CantusMA1537 p.22.jpg,1050003,{},282,247,"{""name"":""rect"",""x"":141,""y"":696,""width"":32,""height"":27}","{""neume"":""neume.torculus33""}"
CantusMA1537 p.22.jpg,1050003,{},282,248,"{""name"":""rect"",""x"":529,""y"":712,""width"":29,""height"":23}","{""neume"":""neume.torculus22""}"
CantusMA1537 p.22.jpg,1050003,{},282,249,"{""name"":""rect"",""x"":556,""y"":804,""width"":29,""height"":22}","{""neume"":""neume.torculus22""}"
CantusMA1537 p.22.jpg,1050003,{},282,250,"{""name"":""rect"",""x"":339,""y"":250,""width"":20,""height"":18}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,251,"{""name"":""rect"",""x"":225,""y"":837,""width"":27,""height"":21}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,252,"{""name"":""rect"",""x"":532,""y"":953,""width"":16,""height"":16}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,253,"{""name"":""rect"",""x"":300,""y"":1045,""width"":26,""height"":22}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,254,"{""name"":""rect"",""x"":878,""y"":1155,""width"":25,""height"":21}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,255,"{""name"":""rect"",""x"":877,""y"":1068,""width"":27,""height"":22}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,256,"{""name"":""rect"",""x"":878,""y"":934,""width"":27,""height"":23}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,257,"{""name"":""rect"",""x"":878,""y"":841,""width"":27,""height"":24}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,258,"{""name"":""rect"",""x"":885,""y"":590,""width"":21,""height"":17}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,259,"{""name"":""rect"",""x"":846,""y"":493,""width"":27,""height"":22}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,260,"{""name"":""rect"",""x"":847,""y"":379,""width"":26,""height"":23}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,261,"{""name"":""rect"",""x"":876,""y"":260,""width"":26,""height"":23}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,262,"{""name"":""rect"",""x"":884,""y"":133,""width"":20,""height"":18}","{""neume"":""custos""}"
CantusMA1537 p.22.jpg,1050003,{},282,263,"{""name"":""rect"",""x"":369,""y"":141,""width"":10,""height"":39}","{""neume"":""divisio.maior""}"
CantusMA1537 p.22.jpg,1050003,{},282,264,"{""name"":""rect"",""x"":876,""y"":114,""width"":9,""height"":87}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,265,"{""name"":""rect"",""x"":869,""y"":224,""width"":9,""height"":89}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,266,"{""name"":""rect"",""x"":332,""y"":233,""width"":9,""height"":84}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,267,"{""name"":""rect"",""x"":409,""y"":342,""width"":7,""height"":85}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,268,"{""name"":""rect"",""x"":360,""y"":360,""width"":7,""height"":44}","{""neume"":""divisio.maior""}"
CantusMA1537 p.22.jpg,1050003,{},282,269,"{""name"":""rect"",""x"":840,""y"":339,""width"":9,""height"":88}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,270,"{""name"":""rect"",""x"":724,""y"":470,""width"":8,""height"":42}","{""neume"":""divisio.maior""}"
CantusMA1537 p.22.jpg,1050003,{},282,271,"{""name"":""rect"",""x"":839,""y"":448,""width"":8,""height"":88}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,272,"{""name"":""rect"",""x"":879,""y"":564,""width"":9,""height"":84}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,273,"{""name"":""rect"",""x"":838,""y"":673,""width"":8,""height"":90}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,274,"{""name"":""rect"",""x"":217,""y"":790,""width"":8,""height"":83}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,275,"{""name"":""rect"",""x"":871,""y"":787,""width"":8,""height"":88}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,276,"{""name"":""rect"",""x"":526,""y"":898,""width"":7,""height"":86}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,277,"{""name"":""rect"",""x"":873,""y"":902,""width"":7,""height"":87}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,278,"{""name"":""rect"",""x"":871,""y"":1012,""width"":9,""height"":88}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,279,"{""name"":""rect"",""x"":292,""y"":1009,""width"":8,""height"":91}","{""neume"":""divisio.maxima""}"
CantusMA1537 p.22.jpg,1050003,{},282,280,"{""name"":""rect"",""x"":190,""y"":1038,""width"":8,""height"":44}","{""neume"":""divisio.maior""}"
CantusMA1537 p.22.jpg,1050003,{},282,281,"{""name"":""rect"",""x"":873,""y"":1122,""width"":8,""height"":94}","{""neume"":""divisio.maxima""}"
